"FORMULARIO","CODIGO_ACCIDENTE","FECHA_OCURRENCIA_ACC","HORA_OCURRENCIA_ACC","ANO_OCURRENCIA_ACC","MES_OCURRENCIA_ACC","DIA_OCURRENCIA_ACC","DIRECCION","GRAVEDAD","CLASE_ACC","LOCALIDAD","MUNICIPIO","FECHA_HORA_ACC","LATITUD","LONGITUD"
"A000606605","4485353","2017/06/15","7:10:00","2017","JUNIO","JUEVES","AK 45-CL 187","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2017/06/15 07:09:59+00","4.76342029","-74.04408522"
"A001388673","10559158","2021/12/21","16:15:00","2021","DICIEMBRE","MARTES","CL 13 -KR 72 ","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2021/12/21 16:15:00+00","4.649","-74.127"
"A000818514","10450849","2018/06/10","22:37:00","2018","JUNIO","DOMINGO","CL 80-KR 11","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2018/06/10 22:37:00+00","4.72222083","-74.12134703"
"A000903468","10467629","2018/11/20","22:10:00","2018","NOVIEMBRE","MARTES","CL 167-KR 7","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2018/11/20 22:09:59+00","4.75082151","-74.06517475"
"A001302922","10543911","2021/07/07","6:40:00","2021","JULIO","MIERCOLES","AU NORTE-CL 184 ","CON HERIDOS","CHOQUE","USAQUEN","BOGOTA DC","2021/07/07 06:40:00+00","4.7616134","-74.04437039"
"A001233350","10527665","2020/11/26","10:05:00","2020","NOVIEMBRE","JUEVES","KR 68-CL 10","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2020/11/26 10:05:00+00","4.63256472","-74.12108795"
"A000647831","4490191","2017/08/11","15:00:00","2017","AGOSTO","VIERNES","KR 21-CL 63A","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2017/08/11 15:00:00+00","4.65181005","-74.0703071"
"A001134697","10512738","2020/03/01","3:00:00","2020","MARZO","DOMINGO","CL 80-KR 7","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2020/03/01 03:00:00+00","4.69573942","-74.08952915"
"A001342789","10550682","2021/09/21","7:20:00","2021","SEPTIEMBRE","MARTES","KR 70 C -CL 63  S","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2021/09/21 07:20:00+00","4.58937695","-74.16141414"
"A001513479","10580126","2022/09/06","12:00:00","2022","SEPTIEMBRE","MARTES","CL 127 B -KR 49 ","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2022/09/06 12:00:00+00","4.70993999","-74.0570584"
"A000815303","10447517","2018/05/11","17:12:00","2018","MAYO","VIERNES","CL 71B-KR 96","CON HERIDOS","CHOQUE","ENGATIVA","BOGOTA DC","2018/05/11 17:12:00+00","4.6999598","-74.11396016"
"A001132233","10510826","2020/02/11","18:00:00","2020","FEBRERO","MARTES","AV AVENIDA DEL SUR-KR 6","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2020/02/11 18:00:00+00","4.59644985","-74.1536684"
"A000966042","10478096","2019/03/08","13:00:00","2019","MARZO","VIERNES","KR 89C-CL 40 S","CON HERIDOS","CHOQUE","KENNEDY","BOGOTA DC","2019/03/08 12:59:59+00","4.6392527","-74.16955591"
"A001181369","10520170","2020/09/19","15:59:00","2020","SEPTIEMBRE","SABADO","KR 29-CL 64C S","CON HERIDOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2020/09/19 15:59:00+00","4.56826001","-74.14993301"
"A4995","4408748","2015/03/27","17:00:00","2015","MARZO","VIERNES","CL 2B-KR 70 S","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2015/03/27 17:00:00+00","4.6166","-74.134"
"A000406943","4452398","2016/07/26","12:40:00","2016","JULIO","MARTES","AV AVENIDA DE LAS AMERICAS-KR 53","CON HERIDOS","VOLCAMIENTO","PUENTE ARANDA","BOGOTA DC","2016/07/26 12:40:00+00","4.62785908","-74.10922226"
"A000551357","4468391","2016/12/23","9:00:00","2016","DICIEMBRE","VIERNES","CL 64-KR 23C S","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2016/12/23 09:00:00+00","4.56803323","-74.14831614"
"A000341775","4437569","2016/02/23","17:30:00","2016","FEBRERO","MARTES","CL 163A-KR 13B","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2016/02/23 17:29:59+00","4.74113808","-74.0340011"
"A001176622","10516698","2020/06/13","16:22:00","2020","JUNIO","SABADO","CL 40-KR 77A ","CON HERIDOS","CHOQUE","KENNEDY","BOGOTA DC","2020/06/13 16:21:59+00","4.6180974","-74.15296667"
"A000872685","10461557","2018/09/23","0:40:00","2018","SEPTIEMBRE","DOMINGO","CL 15-KR 22","SOLO DANOS","CHOQUE","LOS MARTIRES","BOGOTA DC","2018/09/23 00:40:00+00","4.61166877","-74.08686349"
"A000685950","4494695","2017/09/26","22:10:00","2017","SEPTIEMBRE","MARTES","AK 68-CL 6","CON HERIDOS","ATROPELLO","ENGATIVA","BOGOTA DC","2017/09/26 22:09:59+00","4.6758","-74.0991"
"A000606621","4482357","2017/05/19","16:00:00","2017","MAYO","VIERNES","CL 127-KR 53A","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2017/05/19 15:59:59+00","4.70792295","-74.0618907"
"A16737","4455890","2016/08/28","13:50:00","2016","AGOSTO","DOMINGO","CL 100-KR 11","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2016/08/28 13:50:00+00","4.68255125","-74.0435048"
"A001239403","10532097","2021/02/01","18:17:00","2021","FEBRERO","LUNES","KR 97-CL 21","CON HERIDOS","CHOQUE","FONTIBON","BOGOTA DC","2021/02/01 18:17:00+00","4.67434574","-74.13941034"
"A001395544","10567025","2022/03/29","16:40:00","2022","MARZO","MARTES","KR 78 -CL 8 C ","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2022/03/29 16:40:00+00","4.64064912","-74.14039307"
"A001184033","10524247","2020/10/14","9:43:00","2020","OCTUBRE","MIERCOLES","CL 127-KR 1","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2020/10/14 09:43:00+00","4.70339702","-74.0339619"
"A001511818","10579861","2022/09/05","7:20:00","2022","SEPTIEMBRE","LUNES","KR 9 -CL 140 ","CON MUERTOS","ATROPELLO","USAQUEN","BOGOTA DC","2022/09/05 07:20:00+00","4.718","-74.033"
"A001180871","10524079","2020/10/19","6:24:00","2020","OCTUBRE","LUNES","CL 68D-TR 7","CON HERIDOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2020/10/19 06:24:00+00","4.58613196","-74.16014263"
"A001134037","10511219","2020/02/15","20:00:00","2020","FEBRERO","SABADO","KR 34-CL 4","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2020/02/15 20:00:00+00","4.60754414","-74.10401149"
"A001340784","10548005","2021/08/27","18:15:00","2021","AGOSTO","VIERNES","TV 27 -DG 53 C ","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2021/08/27 18:14:59+00","4.64462256","-74.0746466"
"A2425","4407123","2015/03/09","12:10:00","2015","MARZO","LUNES","AK 30-CL 5","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2015/03/09 12:10:00+00","4.6052","-74.0991"
"A001182441","10520128","2020/09/19","22:56:00","2020","SEPTIEMBRE","SABADO","KR 27-CL 18 S","CON HERIDOS","CHOQUE","ANTONIO NARINO","BOGOTA DC","2020/09/19 22:56:00+00","4.5909082","-74.10740575"
"A000689349","4499807","2017/11/16","16:40:00","2017","NOVIEMBRE","JUEVES","CL 1-KR 22","SOLO DANOS","CHOQUE","LOS MARTIRES","BOGOTA DC","2017/11/16 16:40:00+00","4.59405103","-74.0958799"
"A001132013","10509392","2020/01/28","14:54:00","2020","ENERO","MARTES","DG 39A-TR 42 S","SOLO DANOS","CHOQUE","ANTONIO NARINO","BOGOTA DC","2020/01/28 14:54:00+00","4.59538475","-74.12568852"
"A001455561","10575767","2022/07/09","10:40:00","2022","JULIO","SABADO","KR 68 -CL 65 ","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2022/07/09 10:40:00+00","4.672","-74.089"
"A001130665","10508779","2020/01/19","6:10:00","2020","ENERO","DOMINGO","AV AVENIDA CIUDAD DE CALI-CL 13","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2020/01/19 06:10:00+00","4.65952003","-74.13573535"
"A000474597","4460480","2016/10/12","8:40:00","2016","OCTUBRE","MIERCOLES","AC 26-KR 24","CON HERIDOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2016/10/12 08:39:59+00","4.62207691","-74.0775169"
"A001392878","10564063","2022/02/23","5:30:00","2022","FEBRERO","MIERCOLES","KR 8 -CL 30 A S","SOLO DANOS","CHOQUE","SAN CRISTOBAL","BOGOTA DC","2022/02/23 05:29:59+00","4.569","-74.098"
"A000762827","4512060","2018/03/16","10:40:00","2018","MARZO","VIERNES","CL 24-KR 69","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2018/03/16 10:40:00+00","4.65616873","-74.11257615"
"A001241690","10534669","2021/03/03","21:47:00","2021","MARZO","MIERCOLES","AC 26-KR 75","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2021/03/03 21:46:59+00","4.67176534","-74.11457708"
"A000763797","4513646","2018/04/01","14:00:00","2018","ABRIL","DOMINGO","CL 24A-KR 60","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2018/04/01 14:00:00+00","4.64673855","-74.10225028"
"A000409052","4454754","2016/08/18","9:30:00","2016","AGOSTO","JUEVES","KR 19-CL 40B S","CON HERIDOS","ATROPELLO","RAFAEL URIBE URIBE","BOGOTA DC","2016/08/18 09:30:00+00","4.57598891","-74.12049892"
"A001175683","10515639","2020/05/16","21:36:00","2020","MAYO","SABADO","KR 104-CL 75","CON HERIDOS","CHOQUE","ENGATIVA","BOGOTA DC","2020/05/16 21:36:00+00","4.7087612","-74.11740456"
"A000904523","10468919","2018/12/02","13:50:00","2018","DICIEMBRE","DOMINGO","AV AVENIDA DEL SUR-KR 62","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2018/12/02 13:50:00+00","4.59561269","-74.1510217"
"A000649470","4487324","2017/07/12","14:10:00","2017","JULIO","MIERCOLES","CL 80-KR 30","CON HERIDOS","CAIDA DE OCUPANTE","BARRIOS UNIDOS","BOGOTA DC","2017/07/12 14:10:00+00","4.67388291","-74.06749546"
"A11145","4419153","2015/07/24","23:11:00","2015","JULIO","VIERNES","CL 7-KR 7 S","SOLO DANOS","CHOQUE","SAN CRISTOBAL","BOGOTA DC","2015/07/24 23:10:59+00","4.58193045","-74.08461687"
"A000763490","4513209","2018/03/28","6:00:00","2018","MARZO","MIERCOLES","CL 39-KR 72 ","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2018/03/28 06:00:00+00","4.60796145","-74.14169318"
"A000812828","4515796","2018/04/24","4:30:00","2018","ABRIL","MARTES","AV AVENIDA DEL SUR-CL 71","CON HERIDOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2018/04/24 04:30:00+00","4.59548015","-74.16398606"
"A001236900","10530870","2021/01/13","16:40:00","2021","ENERO","MIERCOLES","CL 100-KR 67","CON HERIDOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2021/01/13 16:40:00+00","4.689","-74.072"
"A000552176","4471269","2017/01/29","12:40:00","2017","ENERO","DOMINGO","DG 46-KR 13F S","SOLO DANOS","CHOQUE","RAFAEL URIBE URIBE","BOGOTA DC","2017/01/29 12:40:00+00","4.56840414","-74.12109613"
"A001176365","10516487","2020/06/05","12:45:00","2020","JUNIO","VIERNES","CL 134-KR 58","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2020/06/05 12:45:00+00","4.72429971","-74.06670553"
"A000870421","10459427","2018/09/03","6:38:00","2018","SEPTIEMBRE","LUNES","AV AVENIDA SUBA-CL 11","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2018/09/03 06:37:59+00","4.6980395","-74.06956606"
"A001233321","10526740","2020/11/17","3:40:00","2020","NOVIEMBRE","MARTES","AV AVENIDA CUIDAD DE VILLAVICENCIO-KR 47A","CON HERIDOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2020/11/17 03:40:00+00","4.57614905","-74.15499519"
"A000969830","10482558","2019/04/24","13:20:00","2019","ABRIL","MIERCOLES","KR 49A-CL 17","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2019/04/24 13:20:00+00","4.75319834","-74.04894897"
"A000870721","10459761","2018/09/06","7:00:00","2018","SEPTIEMBRE","JUEVES","DG 36BIS-KR 73A S","CON HERIDOS","CHOQUE","KENNEDY","BOGOTA DC","2018/09/06 06:59:59+00","4.61931771","-74.14707904"
"A001342005","10549357","2021/09/08","10:00:00","2021","SEPTIEMBRE","MIERCOLES","KR 86 -CL 6 D ","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2021/09/08 09:59:59+00","4.64328305","-74.15303285"
"A000238593","4423921","2015/09/16","7:05:00","2015","SEPTIEMBRE","MIERCOLES","AC 26-KR 68B","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2015/09/16 07:05:00+00","4.65646445","-74.10474377"
"A001393525","10564512","2022/02/27","0:35:00","2022","FEBRERO","DOMINGO","AV AVENIDA BOYACA-CL 12 B ","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2022/02/27 00:35:00+00","4.646","-74.131"
"A000602829","4478785","2017/04/14","12:45:00","2017","ABRIL","VIERNES","AV AVENIDA CIUDAD DE CALI-CL 19","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2017/04/14 12:45:00+00","4.66235364","-74.13326982"
"A001455496","10577137","2022/07/27","14:15:00","2022","JULIO","MIERCOLES","AV AVENIDA CIUDAD DE CALI-CL 11 B ","CON HERIDOS","CHOQUE","KENNEDY","BOGOTA DC","2022/07/27 14:15:00+00","4.653","-74.144"
"A001517937","10585129","2022/12/11","14:50:00","2022","DICIEMBRE","DOMINGO","KR 90 A-CL 46 S","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2022/12/11 14:50:00+00","4.63620101","-74.17788327"
"A000760105","4510465","2018/03/04","12:30:00","2018","MARZO","DOMINGO","AV AVENIDA BOYACA-CL 15","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2018/03/04 12:30:00+00","4.73802274","-74.06584285"
"A000815726","10448543","2018/05/21","12:05:00","2018","MAYO","LUNES","CL 80-KR 5","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2018/05/21 12:04:59+00","4.67632867","-74.07136547"
"A000347060","4443731","2016/04/30","20:56:00","2016","ABRIL","SABADO","CL 91A-KR 14D S","CON HERIDOS","VOLCAMIENTO","USME","BOGOTA DC","2016/04/30 20:55:59+00","4.50580857","-74.11453314"
"A000967603","10479740","2019/03/22","14:00:00","2019","MARZO","VIERNES","KR 100-CL 24F","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2019/03/22 14:00:00+00","4.68349886","-74.13227973"
"A001236938","10531610","2021/01/03","14:10:00","2021","ENERO","DOMINGO","CL 80-KR 91","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2021/01/03 14:10:00+00","4.70638678","-74.10407559"
"A000604999","4480746","2017/05/06","8:30:00","2017","MAYO","SABADO","CL 1B-KR 36","CON HERIDOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2017/05/06 08:29:59+00","4.60365662","-74.11034565"
"A000756795","4509409","2018/02/23","13:58:00","2018","FEBRERO","VIERNES","CL 44-KR 6","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2018/02/23 13:57:59+00","4.65018173","-74.0952514"
"A001178886","10517787","2020/07/12","8:45:00","2020","JULIO","DOMINGO","KR 68-CL 63","CON MUERTOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2020/07/12 08:45:00+00","4.66606886","-74.09290982"
"A000345680","4441258","2016/04/04","16:30:00","2016","ABRIL","LUNES","AC 2D-KR 43","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2016/04/04 16:30:00+00","4.61327889","-74.11478783"
"A001058576","10501401","2019/10/30","5:40:00","2019","OCTUBRE","MIERCOLES","KR 45-CL 100","CON HERIDOS","VOLCAMIENTO","USAQUEN","BOGOTA DC","2019/10/30 05:39:59+00","4.68739177","-74.05721401"
"A001232850","10526980","2020/11/16","13:21:00","2020","NOVIEMBRE","LUNES","CL 80-KR 114","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2020/11/16 13:21:00+00","4.72222083","-74.12134703"
"A000199081","4410884","2015/04/22","21:30:00","2015","ABRIL","MIERCOLES","CL 129-KR 59","CON HERIDOS","ATROPELLO","SUBA","BOGOTA DC","2015/04/22 21:30:00+00","4.71916241","-74.07141599"
"A001130653","10508032","2020/01/11","13:05:00","2020","ENERO","SABADO","TR 41-AC 4C","CON HERIDOS","CAIDA DE OCUPANTE","PUENTE ARANDA","BOGOTA DC","2020/01/11 13:05:00+00","4.6146","-74.1092"
"A000968784","10482055","2019/04/16","9:15:00","2019","ABRIL","MARTES","AC 6-KR 30","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2019/04/16 09:14:59+00","4.6070955","-74.0988875"
"A000406160","4451849","2016/07/19","17:50:00","2016","JULIO","MARTES","KR 24-CL 6","SOLO DANOS","CHOQUE","LOS MARTIRES","BOGOTA DC","2016/07/19 17:50:00+00","4.60352621","-74.09280032"
"A000643277","4491897","2017/08/29","6:30:00","2017","AGOSTO","MARTES","AV AVENIDA CARACAS-CL 71C","CON HERIDOS","CHOQUE","USME","BOGOTA DC","2017/08/29 06:30:00+00","4.52092971","-74.11754449"
"A000341328","4436898","2016/02/16","11:30:00","2016","FEBRERO","MARTES","CL 76-KR 49C S","CON HERIDOS","ATROPELLO","CIUDAD BOLIVAR","BOGOTA DC","2016/02/16 11:29:59+00","4.57267821","-74.16682434"
"A000759817","4511090","2018/03/10","12:40:00","2018","MARZO","SABADO","CL 48-KR 1 ","CON HERIDOS","CAIDA DE OCUPANTE","SAN CRISTOBAL","BOGOTA DC","2018/03/10 12:40:00+00","4.54779944","-74.10147258"
"A000821094","10453271","2018/07/04","18:20:00","2018","JULIO","MIERCOLES","CL 13-KR 12","CON HERIDOS","ATROPELLO","FONTIBON","BOGOTA DC","2018/07/04 18:20:00+00","4.67777543","-74.17264293"
"A000688866","4498120","2017/10/27","3:04:00","2017","OCTUBRE","VIERNES","CL 116-KR 20","CON HERIDOS","CHOQUE","USAQUEN","BOGOTA DC","2017/10/27 03:04:00+00","4.69884969","-74.05164406"
"A001025982","10486274","2019/05/29","17:30:00","2019","MAYO","MIERCOLES","CL 68C-KR 43 ","CON HERIDOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2019/05/29 17:29:59+00","4.57170273","-74.15427293"
"A000340708","4437646","2016/02/23","14:15:00","2016","FEBRERO","MARTES","CL 187-KR 15A","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2016/02/23 14:15:00+00","4.76448313","-74.03602674"
"A000476487","4462898","2016/11/01","10:40:00","2016","NOVIEMBRE","MARTES","CL 100-KR 8A","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2016/11/01 10:40:00+00","4.68154115","-74.04161548"
"A000901982","10466057","2018/11/06","15:39:00","2018","NOVIEMBRE","MARTES","AC 6-KR 21","SOLO DANOS","CHOQUE","LOS MARTIRES","BOGOTA DC","2018/11/06 15:39:00+00","4.60178029","-74.09186337"
"A001451472","10571158","2022/05/16","20:19:00","2022","MAYO","LUNES","KR 7 -CL 117 ","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2022/05/16 20:19:00+00","4.695","-74.033"
"A001134557","10512251","2020/02/26","16:20:00","2020","FEBRERO","MIERCOLES","KR 7-CL 9","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2020/02/26 16:20:00+00","4.67450073","-74.0414309"
"A000280754","4433659","2016/01/06","8:40:00","2016","ENERO","MIERCOLES","CL 26-KR 78 S","CON HERIDOS","CAIDA DE OCUPANTE","KENNEDY","BOGOTA DC","2016/01/06 08:39:59+00","4.62515538","-74.1474365"
"A001348547","10555532","2021/11/18","8:45:00","2021","NOVIEMBRE","JUEVES","CL 23  S- KR 9 A ","CON HERIDOS","ATROPELLO","SAN CRISTOBAL","BOGOTA DC","2021/11/18 08:45:00+00","4.57386549","-74.09576165"
"A001058256","10502777","2019/11/14","15:30:00","2019","NOVIEMBRE","JUEVES","CL 13-KR 47","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2019/11/14 15:30:00+00","4.62590791","-74.1047081"
"A001453096","10573029","2022/06/05","12:24:00","2022","JUNIO","DOMINGO","CL 65  S- KR 1 C E","SOLO DANOS","CHOQUE","USME","BOGOTA DC","2022/06/05 12:24:00+00","4.533","-74.109"
"A001513355","10581337","2022/09/22","0:15:00","2022","SEPTIEMBRE","JUEVES","CL 1 B -KR 28 ","CON HERIDOS","CHOQUE","LOS MARTIRES","BOGOTA DC","2022/09/22 00:14:59+00","4.59762007","-74.10268559"
"A001134064","10512234","2020/02/27","15:00:00","2020","FEBRERO","JUEVES","TR 68J-CL 39F S","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2020/02/27 15:00:00+00","4.60406711","-74.14197875"
"A001517136","10583610","2022/11/05","22:25:00","2022","NOVIEMBRE","SABADO","CL 26 -KR 42 ","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2022/11/05 22:25:00+00","4.63420468","-74.08981708"
"A435","4404152","2015/02/07","7:05:00","2015","FEBRERO","SABADO","KR 23-CL 67","CON HERIDOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2015/02/07 07:05:00+00","4.65797533","-74.06932506"
"A001301942","10543384","2021/06/30","18:28:00","2021","JUNIO","MIERCOLES","AV AVENIDA DE LAS AMERICAS-KR 68 B ","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2021/06/30 18:27:59+00","4.62922997","-74.12628478"
"A001296407","10536706","2021/03/28","20:30:00","2021","MARZO","DOMINGO","CL 73 BBISA S- KR 87","CON HERIDOS","ATROPELLO","BOSA","BOGOTA DC","2021/03/28 20:29:59+00","4.61933597","-74.19935994"
"A001236681","10530346","2020/12/29","20:11:00","2020","DICIEMBRE","MARTES","CL 27-KR 11A S","CON HERIDOS","ATROPELLO","RAFAEL URIBE URIBE","BOGOTA DC","2020/12/29 20:10:59+00","4.57423455","-74.10078916"
"A000822030","10454860","2018/07/19","8:23:00","2018","JULIO","JUEVES","KR 107-CL 2","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2018/07/19 08:23:00+00","4.68605599","-74.13970195"
"A000276684","4429848","2015/11/19","6:30:00","2015","NOVIEMBRE","JUEVES","DG 91-KR 4","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2015/11/19 06:30:00+00","4.66925252","-74.04150752"
"A000649628","4487586","2017/07/15","17:00:00","2017","JULIO","SABADO","CL 208-KR 45","CON HERIDOS","CHOQUE","USAQUEN","BOGOTA DC","2017/07/15 17:00:00+00","4.7814706","-74.04111822"
"A000347197","4443094","2016/04/22","7:30:00","2016","ABRIL","VIERNES","AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 22","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2016/04/22 07:30:00+00","4.56679355","-74.14280457"
"A001517555","10584622","2022/11/30","19:23:00","2022","NOVIEMBRE","MIERCOLES","KR 89 C-CL 42 S","CON HERIDOS","ATROPELLO","KENNEDY","BOGOTA DC","2022/11/30 19:23:00+00","4.63723792","-74.17310097"
"A001233834","10527401","2020/11/21","20:10:00","2020","NOVIEMBRE","SABADO","KR 97-CL 20C","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2020/11/21 20:10:00+00","4.67398747","-74.14002225"
"A000339424","4435212","2016/01/27","16:48:00","2016","ENERO","MIERCOLES","AV AVENIDA CIRCUNVALAR-CL 37","SOLO DANOS","CHOQUE","SANTA FE","BOGOTA DC","2016/01/27 16:47:59+00","4.62320718","-74.05717896"
"A000910468","10474965","2019/02/05","1:20:00","2019","FEBRERO","MARTES","KR 87-CL 51 ","CON HERIDOS","CHOQUE","BOSA","BOGOTA DC","2019/02/05 01:20:00+00","4.62699871","-74.17904752"
"A000965766","10477801","2019/03/06","19:45:00","2019","MARZO","MIERCOLES","KR 4-CL 2","CON HERIDOS","CHOQUE","SANTA FE","BOGOTA DC","2019/03/06 19:44:59+00","4.58846991","-74.07721972"
"A001178031","10517569","2020/06/30","17:30:00","2020","JUNIO","MARTES","KR 100-CL 54C S","CON HERIDOS","ATROPELLO","BOSA","BOGOTA DC","2020/06/30 17:29:59+00","4.64195893","-74.19121307"
"A000555006","4472246","2017/02/08","16:30:00","2017","FEBRERO","MIERCOLES","CL 72-KR 68A","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2017/02/08 16:30:00+00","4.67865154","-74.08663716"
"A000965961","10479551","2019/03/19","9:30:00","2019","MARZO","MARTES","KR 50-CL 17","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2019/03/19 09:30:00+00","4.63073802","-74.10438021"
"A000475145","4461658","2016/10/20","23:30:00","2016","OCTUBRE","JUEVES","AV AVENIDA BOYACA-CL 53","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2016/10/20 23:29:59+00","4.6684429","-74.1039053"
"A000972631","10485560","2019/05/23","11:30:00","2019","MAYO","JUEVES","CL 13-KR 3","CON HERIDOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2019/05/23 11:29:59+00","4.61576559","-74.09334408"
"A000409343","4453898","2016/08/10","6:34:00","2016","AGOSTO","MIERCOLES","KR 99-CL 147","CON HERIDOS","ATROPELLO","SUBA","BOGOTA DC","2016/08/10 06:33:59+00","4.74355292","-74.08960431"
"A001181606","10519394","2020/09/13","0:35:00","2020","SEPTIEMBRE","DOMINGO","AV AVENIDA CIUDAD DE CALI-CL 1A","CON HERIDOS","CHOQUE","KENNEDY","BOGOTA DC","2020/09/13 00:35:00+00","4.63865696","-74.15834412"
"A000970805","10482761","2019/04/25","19:45:00","2019","ABRIL","JUEVES","KR 68-CL 18 ","CON HERIDOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2019/04/25 19:44:59+00","4.6133","-74.1276"
"A001341119","10549055","2021/09/06","8:16:00","2021","SEPTIEMBRE","LUNES","KR 72 -CL 5 A ","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2021/09/06 08:16:00+00","4.6287557","-74.13823744"
"A000401626","4446531","2016/05/26","2:25:00","2016","MAYO","JUEVES","AV AVENIDA PRIMERO DE MAYO-CL 40F S","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2016/05/26 02:25:00+00","4.61673229","-74.15441058"
"A001299053","10539070","2021/04/30","16:00:00","2021","ABRIL","VIERNES","CL 26-KR 69","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2021/04/30 15:59:59+00","4.65783821","-74.10678874"
"A001391951","10562670","2022/02/04","6:20:00","2022","FEBRERO","VIERNES","KR 14 -CL 76 B S","SOLO DANOS","CHOQUE","USME","BOGOTA DC","2022/02/04 06:20:00+00","4.51174037","-74.11482845"
